ID,Symbol,Name,Price (USD),Market Cap,Volume (24h),Change (24h) %,Sparkline (7d),Last Updated
bitcoin,BTC,Bitcoin,86509.0,1726544396761,43996155438,3.17709,"[95508.31019889197, 95491.49459334373, 95283.11168717957, 95798.1745545339, 95719.69705684323, 95737.46923754059, 95883.93213436472, 95880.5444536877, 95960.55565176814, 96034.67154571296, 96384.15305336655, 96389.5455878607, 95583.82063841003, 95761.64901782198, 95295.37788590851, 95509.26165829941, 94432.59007222761, 94271.52771677649, 94494.04826059942, 94075.74536272357, 93965.57751998551, 94163.5335376579, 93433.66694390765, 93901.72469574874, 94411.32947182967, 95018.70946669782, 94743.71910875349, 94883.08693368554, 95410.20980862057, 95029.56191622395, 95110.34739390132, 95112.63648226857, 95608.1449811907, 95539.03801113102, 95585.37736079912, 95591.41232025836, 95469.74759588263, 95284.34982777115, 93588.79918192723, 94710.62331700517, 94051.61340106626, 94211.88080708894, 92693.12140214864, 92535.84702652463, 91640.14882690794, 91833.22202819384, 91753.34576221506, 92134.03937002398, 92036.7255045672, 92021.6262095287, 91558.85615755047, 91092.76823678352, 90652.60810177954, 89455.50494356749, 90004.10028616714, 89621.24130250733, 90365.88164308696, 91196.77205831034, 91156.07950538011, 91317.66343989004, 91530.57805634485, 91392.17769914331, 91517.69831698827, 91339.4424845794, 92822.47774403078, 93375.36664950007, 93158.16472313125, 93403.70885600006, 92981.43569314104, 92777.62090866495, 92515.36707928116, 93145.7577097744, 92819.75921500899, 92400.18422112228, 92268.6107755994, 92658.36376897985, 91770.49379634741, 91181.02360657543, 90291.88158823938, 90908.6030740127, 91807.7811687458, 91376.60203924956, 91479.70896525517, 91261.52195996167, 91350.21955929743, 91665.72798785109, 91286.76471155703, 91639.4337567779, 90038.013016151, 89576.80899490738, 89177.53452917136, 89019.2154608275, 88762.88762887781, 89413.15734492631, 90565.04904823833, 90392.70214748924, 91408.3573343969, 91801.78214087617, 92482.24983082066, 92531.90340393817, 92385.45865520145, 92566.32055040535, 92570.04745042275, 91755.99350809936, 92166.86960066571, 92032.79480278557, 91818.1874727911, 91718.60185264867, 91901.93837343162, 91798.67091546213, 91464.54154179862, 90911.42408226829, 90092.09867123888, 87886.33968417272, 87122.85275038907, 86381.8144325911, 86519.06969182966, 86400.94338405883, 87438.47255599877, 87734.6972205648, 86649.97257918229, 87272.32453457452, 86942.8207129236, 85432.57790570673, 85723.30282625431, 85978.39064292405, 86049.25521434317, 85514.45658072259, 83851.27683702475, 83590.7005306836, 82175.40356149618, 82615.07551818955, 82221.7446749368, 83286.1225027911, 83864.23423540166, 84511.74291548287, 82884.30868211198, 84739.6255398434, 84913.0729874851, 84641.6139769286, 84168.35449595493, 84446.9737662883, 85208.562675287, 84164.15221203933, 85087.95256265256, 84632.32615262516, 85073.94428844296, 84411.49842860084, 84440.45929132821, 84171.02617057133, 84183.98087014584, 84608.1776959886, 84520.59868697087, 83955.54638486027, 83908.27229302817, 83573.94937207477, 84136.62092908195, 83811.1247896444, 83989.47324134705, 84424.11447950368, 84087.07644835964, 84589.41913440154, 84475.97663358059, 84547.88982444437, 84585.5004705877, 84392.63644908676, 84388.38816540038, 85095.90189021763]",2025-11-22 23:44:54
ethereum,ETH,Ethereum,2821.75,340786662861,16471730567,3.28459,"[3158.727395260283, 3149.564177549719, 3195.3443285677167, 3200.1946425888777, 3190.415503361386, 3206.849727069755, 3206.8632287721507, 3211.9929654920634, 3216.187703403879, 3237.5197504593225, 3233.2395205296903, 3165.705944364858, 3165.641970412922, 3146.6841269629763, 3171.0767029163335, 3098.776460243425, 3061.93003238789, 3090.9673497733693, 3065.447886624391, 3089.6462040825177, 3093.2081625782357, 3071.0952346336153, 3076.141649387065, 3101.686799467, 3130.9441729194996, 3118.40853748955, 3144.314932554759, 3173.732563511149, 3183.1411991138, 3186.02216748717, 3192.3740366665265, 3196.923868556117, 3185.455582729426, 3192.1365547494656, 3195.1697401020233, 3203.5461339780027, 3181.940515410707, 3108.1005537296414, 3151.0390134524832, 3120.404949667445, 3130.141455420326, 3056.1761134068006, 3026.9628596589328, 2980.3782014595618, 3004.1553912675463, 2998.456826316827, 3017.8469797692924, 3021.3021576301335, 3030.9713490183294, 3013.62612260863, 3006.1092625295605, 3016.1118422347213, 3003.178458055455, 3000.136010003223, 2990.9391655006098, 3023.1706448558866, 3058.10059778672, 3052.0353849152334, 3057.928755144119, 3060.910206341972, 3048.526246163801, 3051.782264610755, 3058.056306098405, 3105.1904121076554, 3148.8983208874165, 3131.4855968151487, 3162.487887198581, 3139.697480970735, 3122.7586849566983, 3098.0587401819935, 3123.3913966527234, 3117.2225871583155, 3097.752112115808, 3101.855738469311, 3119.615265300656, 3072.827434552648, 3048.335141341613, 3009.763573557755, 3038.295717076611, 3082.87760053518, 3078.3076822025387, 3084.95605378235, 3088.5014216548193, 3080.591151490817, 3095.6988849101085, 3062.6552949266747, 3049.181934437644, 2969.2018150567937, 2950.9311711340547, 2913.5267540430004, 2886.8583723311804, 2886.018510835792, 2942.586755366143, 2988.206786726496, 2980.6420780192166, 3020.935787720369, 3019.3641530892837, 3038.3222314420514, 3042.61445082786, 3037.6765799807463, 3038.257293045771, 3033.720628802291, 3010.0406839168786, 3036.606112107908, 3030.265991212814, 3008.5754290754467, 3010.219395843009, 3021.0105669271293, 3025.9613635675423, 2997.148015487145, 2999.7437023743555, 2971.3585516185367, 2850.517577354722, 2821.4364545801886, 2812.1348223619857, 2842.430806773909, 2834.27651021503, 2884.5335983051395, 2877.728839269373, 2832.068358334293, 2861.406794552637, 2858.4286212959005, 2785.570588649896, 2808.524457298072, 2816.75091471108, 2807.930770857841, 2791.655984928427, 2711.6021180054527, 2734.9274286309533, 2680.4846080049047, 2697.639533510155, 2684.937495394968, 2731.0606545130863, 2736.2842938630233, 2754.1412910168647, 2700.916542901162, 2757.5354019780398, 2785.5067679446443, 2780.3610888384483, 2741.89983020972, 2740.8265675370885, 2764.939901133831, 2720.484925997626, 2769.1247764991845, 2760.808474640882, 2773.921706553721, 2750.342090561589, 2751.132002794273, 2745.0147099387555, 2739.7343585472304, 2761.1451401955746, 2755.8533687955937, 2730.6568608138673, 2724.9983191277374, 2707.433083850003, 2735.6885985835634, 2718.189231888626, 2721.0359150066306, 2745.137969763756, 2731.163503709042, 2752.1995542436493, 2747.438975639772, 2749.644252886619, 2750.022875456, 2739.2748422542177, 2746.6743983110805, 2788.48006356448]",2025-11-22 23:44:54
tether,USDT,Tether,0.999653,184525980715,65833509587,0.01371,"[0.9995378569873064, 0.999594508976489, 0.9994374872975796, 0.9993047968723491, 0.999446534201169, 0.9994568617345717, 0.999389248398855, 0.999504227480552, 0.9994495666426247, 0.9994153564234749, 0.9993982606784588, 0.9995024518864765, 0.9995324176537692, 0.9996120028776537, 0.9994948744083276, 0.9999264090020324, 0.9996539138299294, 1.0003206769888053, 0.9996334337061535, 0.999693044670541, 0.9996598491409331, 0.9997317422017347, 0.9998045471993459, 0.9993190329462049, 0.9994372629139852, 0.9995171759582984, 0.9993009711090227, 0.9991802652746057, 0.9992668370634832, 0.9992751167830336, 0.9991305420608944, 0.9993838075629907, 0.9992822914219245, 0.9993213969428099, 0.9993400779675939, 0.9993210405963632, 0.9992976701325221, 0.9994881389254492, 0.9990895860562612, 0.9992453050937379, 0.9992728257856223, 0.9995078208871978, 0.9994204944439704, 0.9991092192573662, 0.9988533441701549, 0.9988326449368604, 0.9991314269831965, 0.9989341251832764, 0.9990342023535644, 0.9989634834015149, 0.9988656070735348, 0.9989941353024171, 0.9990476336692004, 0.999125169696763, 0.9987673944208745, 0.9988440448670319, 0.9987565383470537, 0.999004776796615, 0.9990031301543745, 1.0005361063813651, 0.9989291497055113, 1.0002986417111164, 0.9990680191329568, 0.9991632212935415, 0.9993263431726486, 0.9993942889385303, 0.9995086598411659, 0.9994991658450381, 0.9996022148083715, 0.9995882282123976, 0.9995848409419364, 0.99953538731093, 0.999474611763254, 0.9993566616403724, 0.9991904610679522, 0.9995998824484938, 0.9995114830058034, 0.9993733955414511, 0.9993697770500095, 0.999448819147562, 0.999345217798466, 0.9993992287845966, 0.9994013816902382, 0.9994054776714973, 0.999448814202573, 0.9994143733197907, 0.9994583711708003, 0.9994365436873028, 0.999294163517669, 0.9995057800117437, 0.9990528447398659, 0.9989245791868638, 0.9989422999885824, 0.998888222614725, 0.9991306894611628, 0.9991853555546899, 0.9992539561113084, 0.9992699056213834, 0.9993462786895619, 0.9993274859627832, 0.9992229485535268, 0.9992848946337661, 0.9991474089201893, 0.9990621716456016, 0.9991092293007444, 0.9991791606521558, 0.9990855648846727, 0.9991701455135175, 0.9991504186583792, 0.9992283549884167, 0.9991289116573779, 0.9990526307457448, 0.9991016506193505, 0.9990618766996833, 0.9990429114203752, 0.9987910084635563, 0.998733113881675, 0.9987754905707711, 0.9988961702237767, 0.9989084510154201, 0.998957301769865, 0.9989417801044558, 0.9989653534898737, 0.998986470448793, 0.9989017595050467, 0.9988438966882365, 0.9988787874270422, 0.9987609332457984, 0.9990271453992273, 0.9989578947987253, 0.9988700619276136, 0.9988439746286033, 0.9989148673808496, 0.9988881926221267, 0.9990649742270826, 0.9991756411764043, 0.9989494962060974, 0.9991587293622297, 0.9992522479408469, 0.999288583001315, 0.9993841548971838, 0.9994617663844463, 0.9995518342142173, 0.9994087861332518, 0.9995579696528412, 0.9994086255485577, 0.99949586023364, 0.9995200332856368, 0.9994489001618135, 0.9993764179840545, 0.9993941700875872, 0.9995025496860939, 0.9994298018059858, 0.9994123253123712, 0.9994323823102962, 0.9994062393034189, 0.9995726520590211, 0.9994659127111574, 0.9995363607395751, 0.9995608263455185, 0.9995714300232319, 0.9995755931272594, 0.9996227910492608, 0.9996535061505257, 0.9996330485251118, 0.9996410242243731, 0.9995975538750667]",2025-11-22 23:44:54
ripple,XRP,XRP,2.07,124544546461,3521113223,7.58851,"[2.235455773730874, 2.221425974951354, 2.2070314942335028, 2.2399379019092627, 2.247590472159526, 2.242963681706263, 2.2562479238116775, 2.265503622113789, 2.261925154426411, 2.2597880895689704, 2.2734730780745984, 2.271202231795596, 2.233554204339027, 2.2366859078571277, 2.212633790741432, 2.2247702987935956, 2.187196768606369, 2.171185796214546, 2.1754926384123996, 2.1887227221630035, 2.2171406183005913, 2.2031730333319484, 2.194841792363069, 2.2038089658308766, 2.218219988506596, 2.2318978410662513, 2.231533555064991, 2.2357759447233376, 2.253085748527194, 2.2499777017035107, 2.2495548606406333, 2.2582169541037844, 2.2620926818711626, 2.2651405107946836, 2.2717014677363765, 2.2714134662006424, 2.2690618739438357, 2.260835122160684, 2.2080600184066417, 2.254834369866846, 2.2112832957284976, 2.2059704505180497, 2.1633934705539954, 2.157004111307698, 2.1235905767521563, 2.143447978851523, 2.141571075301856, 2.162194666356458, 2.160590388035999, 2.14788229600645, 2.1419734430809645, 2.140161679689262, 2.1599338624555227, 2.150360139621181, 2.152955497555332, 2.1424091630177244, 2.158889295418504, 2.186513626345473, 2.178980398267148, 2.1884337922220785, 2.184243279500622, 2.1820916772529615, 2.176318643949304, 2.1743513115807844, 2.212172926045054, 2.221318011919159, 2.217519624319375, 2.232357665899696, 2.2249637591712026, 2.2278586071082285, 2.2053532994867315, 2.2248401267465097, 2.2139034771189343, 2.209697872050185, 2.201954474896198, 2.212296278311461, 2.1845095490985575, 2.1694174294010837, 2.1351754718732026, 2.1482802207550438, 2.1671215835506334, 2.150785307136821, 2.138165523893473, 2.133650559643208, 2.136027541265365, 2.1390673283324713, 2.1207365333128188, 2.119441457817795, 2.084821273367357, 2.0771997566726297, 2.0548269513908934, 2.0377163461549417, 2.038058774969955, 2.041547897366565, 2.0898700779559163, 2.091493632270791, 2.105858534410783, 2.1094706258781954, 2.1259743429858338, 2.1269535767331766, 2.1323363962102584, 2.1337191024346613, 2.1406206373414287, 2.120399232951808, 2.1374676159559174, 2.1286780982526925, 2.114661518447618, 2.118336171558467, 2.113141411156197, 2.122795499164968, 2.1226645106769917, 2.1216755665211964, 2.090155681250193, 2.010583971053793, 1.996578050309379, 1.985946295985546, 2.0023207331669366, 2.0093138507273056, 2.026772115518832, 2.0403318407686277, 2.0000407183731164, 2.0149437309325573, 2.013744114745402, 1.9726075111190622, 1.9888961715012412, 1.9828056902604612, 1.978151140899107, 1.9660940056625837, 1.9180165217223393, 1.9359660658957418, 1.9042706489666164, 1.8959250829827907, 1.8784930973806513, 1.9109387726895228, 1.9320078799737066, 1.951885560063238, 1.9090059258264807, 1.95093986450259, 1.9829681668241856, 1.971154005592485, 1.9475064840251892, 1.9433032505927472, 1.9558764319751627, 1.9174895572960289, 1.9488079065402502, 1.9428695580908983, 1.9568179684354865, 1.947203508984846, 1.9471653731974354, 1.9346841171457219, 1.9286107118382982, 1.9493725537747182, 1.949729374159198, 1.9143214726176736, 1.9135239252774559, 1.901182970948168, 1.919916445357604, 1.9021146868918426, 1.8955976420701224, 1.9265689778220159, 1.9255042723250415, 1.9424896740164193, 1.9287150291857913, 1.9287895789845397, 1.9301405051103455, 1.9254696585116813, 1.9350787519940598, 1.9534471232680444]",2025-11-22 23:44:54
binancecoin,BNB,BNB,848.23,117011432072,1558159424,2.68767,"[931.5278233689669, 927.1279984018004, 939.0691470223121, 940.2917583673236, 940.2047358684222, 943.6554096034185, 943.4505131715711, 941.9024850592439, 943.6312038679248, 948.1557240163377, 946.8984405183537, 931.1845123912968, 931.9247440718015, 928.0283839559605, 936.0712398776691, 922.3881246934993, 915.1704646735977, 917.5986743307074, 915.1026129098811, 919.2021119396119, 920.8852554766898, 912.9011990325425, 913.1066290531451, 928.5079796470696, 935.288686865641, 929.1133320467197, 929.1795354699877, 933.8161110601199, 932.4802478341123, 933.413306532752, 933.4339592318205, 934.9243011214999, 935.0081158143603, 935.6690564187343, 933.2858340067769, 932.5349211458305, 930.1272297368812, 904.6825639151251, 918.7925357321116, 911.1213699949806, 918.2631618066199, 908.4105645411933, 910.5877989056472, 896.1782517787212, 901.944010771732, 900.254757857845, 907.4083718947139, 906.7197811831101, 913.2967651457532, 911.1703797600729, 902.3441426149307, 901.1117754742377, 898.8363944933287, 909.8744650415254, 904.2854139781169, 909.6829352986797, 914.7737006706004, 920.3268726200366, 917.8927469252646, 917.479102728046, 915.4153884977424, 915.7091364998064, 917.3631721442449, 925.1401755844821, 936.7914104603756, 933.5955488673018, 935.7898855579421, 934.3419207990921, 933.5955892776379, 928.820514291721, 934.1710944476226, 932.0597430569885, 930.5363950582368, 933.8123965793471, 939.2858969449397, 931.7438091375839, 925.3682177225883, 917.053702635237, 925.0026140016663, 930.7454804271641, 925.1233918201008, 922.7213678640896, 922.0546625918955, 920.6607355403816, 924.2916535154209, 916.7525159924321, 917.186920256163, 893.1706149603868, 886.9721786486093, 883.2318769606541, 875.4142373711118, 876.6964157940951, 885.85152301271, 896.4233522866383, 892.323149117479, 896.308413868124, 899.723747645356, 907.5680141109281, 910.9079605022335, 909.2998670442537, 909.4550136647641, 907.5321535758429, 902.69521157252, 907.1062946461747, 905.4535440050602, 900.4311114626108, 900.0229238421557, 902.096424779022, 902.8306423786134, 897.2311091610862, 897.8720866772965, 891.5804562988677, 878.4852906686258, 877.7656534153866, 872.8210157970686, 879.4098782620481, 875.0110360437359, 877.3697857824408, 879.0027966649171, 866.7212975475668, 867.8244213920134, 871.0497240748446, 859.3168202653593, 862.1932547490277, 863.3715307218658, 861.1168551772025, 853.229529675366, 832.4030465506595, 828.7970884251629, 811.0676474947687, 812.9668869533125, 808.9861707532451, 820.5870382593208, 820.9395922062132, 825.4625268460376, 813.0721166391702, 827.0728555136949, 831.816071820507, 829.0377163157123, 823.8356724936951, 824.0571960189906, 833.318328442956, 818.986111168495, 831.1648478578168, 834.2737168138988, 841.0526975124545, 834.1756433546764, 836.851093250229, 829.0647655672504, 823.4828802131136, 830.8230997792613, 831.5536610206632, 815.7698897718874, 817.1267716691858, 818.99203863969, 826.4163745681891, 819.5718043604194, 818.4235856208203, 823.9034829255855, 821.2515277017477, 828.9706189223854, 828.0434005245003, 832.010537920635, 833.1373036539346, 827.4629675924738, 829.4753689036185, 840.7279789585034]",2025-11-22 23:44:54
usd-coin,USDC,USDC,0.999795,73980930561,7405463662,0.01552,"[0.9997995696297937, 0.9998080718113288, 0.999800808673787, 0.9997267870554085, 0.9997409072349207, 0.9997676631492519, 0.9998131225751186, 0.9998039275993217, 0.9997221908978043, 0.999775272000786, 0.9998030107392915, 0.999742757143354, 0.9998127347329044, 0.9997037248646496, 0.9997764505813986, 0.9997268050678411, 0.9997711917813418, 0.9997080562689422, 0.9997990920277827, 0.9997021900442732, 0.9997099463743044, 0.9998008427339452, 0.9997087449086686, 0.9997045945792102, 0.9998008685518206, 0.9997064392220963, 0.9998029741064178, 0.9997327620461961, 0.9998000028904719, 0.9997596921533964, 0.9997068251169408, 0.9997480502721241, 0.9997066197935818, 0.99971327920416, 0.999777970507525, 0.9997000000610222, 0.999711518880399, 0.9997050135728909, 0.9997101154857168, 0.9997835708359049, 0.9998041174351053, 0.9997482742285843, 0.999734911748585, 0.9998000624481271, 0.9997023883061755, 0.9996044972966767, 0.9997028470038998, 0.9997020613207795, 0.9997243477632369, 0.9998012212376761, 0.9997042947708035, 0.999706827837372, 0.9996820203131843, 0.9997064195785003, 0.9998000863144186, 0.9997839404943555, 0.9997075525234339, 0.9997094529543238, 0.9997059015917001, 0.9996990526497276, 0.9997388398390117, 0.9997635897191725, 0.9997875235073224, 0.99980037376631, 0.9996570396179622, 0.9998034890397979, 0.9998111945918892, 0.9998125722300025, 0.999744252030261, 0.9997226056360149, 0.9997112001861816, 0.9997834034257513, 0.9998043658497393, 0.9997443779565371, 0.9997709264346799, 0.9997019046679587, 0.9999158501484502, 0.9998925028644262, 0.9998007574713154, 0.9998042690167133, 0.9997293051825428, 0.9997030859685919, 0.9997031903293455, 0.9997003344494062, 0.9996057399861913, 0.9997003382338322, 0.9996558868026314, 0.9997018085091568, 0.9997024534418768, 0.9997031485553673, 0.9999345084397063, 0.9997562678583813, 0.9996127084790833, 0.9997031332067889, 0.9997030494127054, 0.9996835639929914, 0.9997043976669747, 0.9997043410102422, 0.9996469382878388, 0.9997013503193627, 0.9997939927554482, 0.9997030772909593, 0.9997026419464154, 0.9998001197756555, 0.9997019203813944, 0.9997018542282049, 0.9997007729005146, 0.9997113772084169, 0.9996402554565574, 0.9997079524007653, 0.9997025971680015, 0.9997053607109396, 0.9996875456717569, 0.9997021988931157, 0.9997564321686224, 0.9998004756102322, 0.9996205605869288, 0.9996151961993307, 0.9997085906168266, 0.9997043625643544, 0.9997690128346226, 0.9997612849576911, 0.9997934677704969, 0.9996998117290395, 0.9997025002753223, 0.9997086907506925, 0.9997011367541485, 0.9997057429363642, 0.9997953923825885, 0.9996421532394211, 0.9996998166994736, 0.9996996315869532, 0.9997064371472575, 0.9997060773180705, 0.9996996511025323, 0.9997083971684212, 0.9997066779854807, 0.9997065926567315, 0.9998095225822982, 0.99971007347334, 0.9997130173876708, 0.9997467157577964, 0.9997068088601176, 0.9996242535923927, 0.999683455768116, 0.9996194242031773, 0.9997073550014179, 0.9997086274441551, 0.9997055700005234, 0.9997015515154004, 0.9996997377637201, 0.9996386321285091, 0.9997628419982455, 0.9997925270068502, 0.9996995521155162, 0.9997949263243191, 0.9997798837416128, 0.9997959624678233, 0.9997755099140647, 0.999780030632458, 0.9997009336588133, 0.9996998174587765, 0.999704798962126, 0.9997045216079462, 0.9997962464070682, 0.9997257147608141, 0.9997171120663743, 0.9997010541618948]",2025-11-22 23:44:54
solana,SOL,Solana,130.75,73131900322,3684896593,3.85969,"[139.59145707175173, 139.45050746764343, 138.41842711109936, 140.3705362534062, 141.19932094600136, 140.99680631436158, 141.55068240249926, 141.9941704355728, 141.8163341339672, 142.05109283008386, 142.75806400740174, 142.83808228058808, 139.80693236704886, 140.3209092852533, 139.20793503259284, 140.27129333803944, 137.7431913648805, 135.75255110886874, 135.7456492590875, 135.8382516764155, 136.84166155345113, 136.6748311333468, 136.1450715402018, 137.02654920795743, 137.4975729739525, 139.0217277725731, 138.5176044986762, 138.70140211887397, 140.03684895284687, 140.30000213063494, 140.51681922701525, 140.96100160602808, 141.3225828632047, 141.09581506441359, 141.93271698306532, 142.16635940091533, 142.01533666360643, 141.845626536486, 137.80413668693834, 140.22751528724083, 137.27566612672024, 135.35038582309758, 131.99521096877433, 131.00072762221333, 129.753289937078, 130.15965430423068, 130.26128269734537, 131.23558504084582, 130.68858764032888, 131.06357587754985, 131.58491964061804, 133.23316379985621, 134.53829572083959, 134.05692929191343, 135.6959381120225, 135.72603764514827, 136.8902597388806, 137.6154453683257, 137.58559385192981, 137.75337500620233, 137.82610217349912, 137.86131129678117, 138.02630634632573, 137.8141377225485, 139.69547315279965, 140.89987425466788, 140.20357668321986, 141.44973235282342, 141.05922529561485, 141.67089425949848, 139.76221979466473, 141.3223724688046, 140.60155456478054, 141.18214367531, 140.18074656804532, 141.99482090500254, 139.7991977544221, 138.7352166341121, 137.77072160307534, 138.95962663829025, 140.5209942084832, 139.9158303194599, 139.54307601000016, 139.46940039605448, 138.55661649794652, 138.7517308164436, 137.14680456096542, 137.0792929859178, 134.482662834895, 133.22027332888177, 132.05027194017, 130.71725445654678, 131.6084079317682, 132.7765050506577, 135.20603161989771, 135.34049174204236, 136.71697636188486, 137.36076113068424, 139.24391082906675, 143.1267130088178, 143.13709333673933, 143.93454646034874, 144.00615959277343, 142.48339690039336, 143.6377700292507, 143.32386036135895, 141.71194528708278, 141.97465368352485, 141.90926943593232, 141.89227783595996, 140.93681889113827, 140.76012820163808, 139.3024709690817, 131.9490882909245, 132.35826244544776, 132.45571298286626, 133.0408818230086, 133.69229289197906, 134.39431648647601, 136.14867581179374, 133.60337500165332, 134.35541344687957, 134.2841751064347, 131.80753608875796, 132.67116714631922, 132.20681548416238, 131.83016633198216, 131.01699243852963, 126.92541090247542, 127.99570287839308, 125.6629384399767, 125.14625260331232, 124.08842289418081, 126.63147800184046, 127.41038925575194, 128.46028856712624, 125.28515900249178, 128.3380659734594, 129.55115726328333, 129.58607646696126, 127.89207000195626, 127.2262735555194, 128.97393495073223, 125.672554334759, 128.7568843403872, 128.4513023301844, 129.56593411136043, 127.6217860408686, 127.1112661226125, 126.85416769898157, 125.72274977265418, 127.7913592724325, 127.68621882398442, 125.90965837935624, 126.44249623830018, 125.81945185774387, 126.87030177690845, 125.65532874136576, 125.58454481835099, 127.09001029962116, 126.53973613182704, 128.05562135081783, 127.44768307107582, 127.72744665666815, 127.26372102413222, 126.34028836347728, 126.54215067118034, 127.88209408386878]",2025-11-22 23:44:54
tron,TRX,TRON,0.274815,26017116603,695119968,-0.0496,"[0.29432637627705555, 0.29453722483992817, 0.29358573998090914, 0.29591026933163267, 0.2958957727158139, 0.2965987235326176, 0.2966963375759967, 0.29720490944889, 0.29783271880752754, 0.2972924092209029, 0.298774781520802, 0.29829106746928724, 0.29593902090842533, 0.2962003486702683, 0.29464055908981734, 0.29566214908393545, 0.29296207662887, 0.2905407876801409, 0.2903132630325764, 0.28956140458980617, 0.29157102903208554, 0.2919262634539012, 0.2916507459311047, 0.2921747520629297, 0.29237552679868434, 0.2922280822985618, 0.2919905442240693, 0.29226736741618364, 0.292642368403904, 0.2928556548773799, 0.29263822385362936, 0.292784405101062, 0.29261856665785213, 0.2925297043247115, 0.2929905517637707, 0.29336451736548186, 0.29361447182409955, 0.29401297688696615, 0.2910210898049439, 0.2950086258393717, 0.2936642389578733, 0.2948117351044663, 0.2936227675968775, 0.29319061358996534, 0.29069933077150345, 0.2900835829305232, 0.2902718301890894, 0.2917433656649284, 0.2912500376602943, 0.2913923016443071, 0.2912528857646667, 0.2908429153886647, 0.2910180429515404, 0.28993151465439015, 0.2894896847879841, 0.2878388583181471, 0.28769236530578624, 0.28814023198878597, 0.2880427662044222, 0.2892632215840804, 0.2897183730078413, 0.2897124553717218, 0.28990638350209824, 0.28938989803472553, 0.29106399331353733, 0.2918126019242025, 0.2921814965899164, 0.2924797050650972, 0.2922915488233129, 0.29146951082353506, 0.2904901625580995, 0.29147005149620936, 0.2901221317668322, 0.28950976445537785, 0.28901579540179095, 0.2894165767485886, 0.28853234850113524, 0.28825539989707005, 0.2856450549874724, 0.2862283282295278, 0.2878672281512246, 0.28760401816602904, 0.28796893270568197, 0.28740764242525657, 0.2878360634511441, 0.2880115747252385, 0.28708978500390697, 0.2862566417756319, 0.2839003505081047, 0.28398411339832724, 0.28427835594505557, 0.2836410553049866, 0.2837474700800767, 0.28464975177087126, 0.2859626397537303, 0.28628403357164645, 0.2865662719888252, 0.2870894843161099, 0.28721071895843836, 0.2869364643199347, 0.2873208664147539, 0.28728234065816627, 0.28744169871213787, 0.2870330805053509, 0.28747885764573566, 0.28707989620620117, 0.2861474694485869, 0.28584272611206973, 0.285997151127014, 0.2853437774113293, 0.2847174056340907, 0.2830929009172832, 0.2816927743477155, 0.2784461992378512, 0.28000251063577575, 0.27862638023519665, 0.2778445312364198, 0.27793853040619965, 0.279840916227429, 0.28032758131317426, 0.28032335772644085, 0.2813880948362212, 0.2809697836954479, 0.2795406852593121, 0.28061776393332366, 0.2810297658945401, 0.2808959414859224, 0.2809701869426782, 0.2760509057462579, 0.2773196499139733, 0.27664789998358347, 0.27625414108094176, 0.275320650507792, 0.2760162071651156, 0.2769426690711133, 0.2770435549914757, 0.2758937596023583, 0.2767280721373765, 0.2772960438625739, 0.27635147585810305, 0.27583623094327825, 0.27588288266056193, 0.2767156798692814, 0.2755946736831883, 0.2762722799123385, 0.2764659091412134, 0.2768481771783559, 0.2762225865007719, 0.27596329959029703, 0.2755489264528714, 0.2753088316667609, 0.2758823728381148, 0.2761462313244221, 0.2748321103527236, 0.27463036338983166, 0.2738846782144242, 0.27474637420946024, 0.27411762153457064, 0.27414869484656257, 0.274400128193207, 0.27318692401706246, 0.2737908089434693, 0.27342678877443466, 0.27338901340382377, 0.2735017283970721, 0.2737227962054946, 0.2738632086635583, 0.2745045958434284]",2025-11-22 23:44:54
